fetched_at,genre,country,rank,app_name,developer,apple_app_id
2026-08-29T13:53:40.994610+00:00,Action,us,1,Roblox,Roblox Corporation,431946152
2026-08-29T13:53:40.994610+00:00,Action,us,2,CubeAway - 3DPuzzle,"GOODROID,Inc.",6760325543
2026-08-29T13:53:40.994610+00:00,Action,us,3,Fortnite,Epic Games Inc.,6483539426
2026-08-29T13:53:40.994610+00:00,Action,us,4,Subway Surfers,Sybo Games ApS,512939461
2026-08-29T13:53:40.994610+00:00,Action,us,5,Among Us!,InnerSloth LLC,1351168404
2026-08-29T13:53:40.994610+00:00,Action,us,6,Call of Duty®: Mobile,"Activision Publishing, Inc.",1287282214
2026-08-29T13:53:40.994610+00:00,Action,us,7,Castle Busters,Voodoo,6746328263
2026-08-29T13:53:40.994610+00:00,Action,us,8,Paper.io 2,Voodoo,1423046460
2026-08-29T13:53:40.994610+00:00,Action,us,9,Arrow Pro 3D,Lumen Studio,6762267809
2026-08-29T13:53:40.994610+00:00,Action,us,10,Warline: Sniper Strike,Powerfantasy,6742809194
2026-08-29T13:53:40.994610+00:00,Action,us,11,Angry Birds 2,Rovio Entertainment Oyj,880047117
2026-08-29T13:53:40.994610+00:00,Action,us,12,Clash Royale,Supercell,1053012308
2026-08-29T13:53:40.994610+00:00,Action,us,13,Hole.io,Voodoo,1389111413
2026-08-29T13:53:40.994610+00:00,Action,us,14,Brawl Stars,Supercell,1229016807
2026-08-29T13:53:40.994610+00:00,Action,us,15,Apex Hunter: Animal Shooting,CozyCraft,6761614488
2026-08-29T13:53:40.994610+00:00,Action,us,16,PUBG MOBILE,Tencent Mobile International Limited,1330123889
2026-08-29T13:53:40.994610+00:00,Action,us,17,Level Devil - NOT A Troll Game,WebVentures B.V.,6477413486
2026-08-29T13:53:40.994610+00:00,Action,us,18,Free Fire: 9th Anniversary,GARENA INTERNATIONAL I PRIVATE LIMITED,1300146617
2026-08-29T13:53:40.994610+00:00,Action,us,19,Clash of Clans,Supercell,529479190
2026-08-29T13:53:40.994610+00:00,Action,us,20,Meta Horizon,"Meta Platforms, Inc.",1366478176
2026-08-29T13:53:40.994610+00:00,Action,us,21,Plants vs. Zombies™,Electronic Arts,893677096
2026-08-29T13:53:40.994610+00:00,Action,us,22,eFootball™,KONAMI,1117270703
2026-08-29T13:53:40.994610+00:00,Action,us,23,Sunday City: Life Simulator,Kefir,6450834358
2026-08-29T13:53:40.994610+00:00,Action,us,24,Sniper 3D: Gun Shooting Games,Wildlife Studios,930574573
2026-08-29T13:53:40.994610+00:00,Action,us,25,Temple Run,"Imangi Studios, LLC",420009108
2026-08-29T13:53:40.994610+00:00,Adventure,us,1,Roblox,Roblox Corporation,431946152
2026-08-29T13:53:40.994610+00:00,Adventure,us,2,Fortnite,Epic Games Inc.,6483539426
2026-08-29T13:53:40.994610+00:00,Adventure,us,3,Coin Master,Moon Active,406889139
2026-08-29T13:53:40.994610+00:00,Adventure,us,4,Call of Duty®: Mobile,"Activision Publishing, Inc.",1287282214
2026-08-29T13:53:40.994610+00:00,Adventure,us,5,Toxic Love: Dark Boyfriends,KARAAGE GAMES LLC,6760453970
2026-08-29T13:53:40.994610+00:00,Adventure,us,6,Level Devil - NOT A Troll Game,WebVentures B.V.,6477413486
2026-08-29T13:53:40.994610+00:00,Adventure,us,7,Free Fire: 9th Anniversary,GARENA INTERNATIONAL I PRIVATE LIMITED,1300146617
2026-08-29T13:53:40.994610+00:00,Adventure,us,8,Meta Horizon,"Meta Platforms, Inc.",1366478176
2026-08-29T13:53:40.994610+00:00,Adventure,us,9,XP Hero,"Supercent, Inc.",6740618570
2026-08-29T13:53:40.994610+00:00,Adventure,us,10,Animals & Coins Adventure Game,Innplay Labs,1492722342
2026-08-29T13:53:40.994610+00:00,Adventure,us,11,Red Dead Redemption NETFLIX,"Netflix, Inc.",6743944297
2026-08-29T13:53:40.994610+00:00,Adventure,us,12,Doki Doki Literature Club!,Serenity Forge,6738281686
2026-08-29T13:53:40.994610+00:00,Adventure,us,13,Plants vs. Zombies™ 2,PopCap,597986893
2026-08-29T13:53:40.994610+00:00,Adventure,us,14,Free Fire MAX,GARENA INTERNATIONAL I PRIVATE LIMITED,1480516829
2026-08-29T13:53:40.994610+00:00,Adventure,us,15,The Sims™ FreePlay,Electronic Arts,466965151
2026-08-29T13:53:40.994610+00:00,Adventure,us,16,Marvel Contest of Champions,"Kabam Games, Inc.",896112560
2026-08-29T13:53:40.994610+00:00,Adventure,us,17,Hero Wars: Alliance Adventure,Nexters Global LTD,1158967485
2026-08-29T13:53:40.994610+00:00,Adventure,us,18,Zombie Roguebie: Shooting Game,Metajoy,6752294198
2026-08-29T13:53:40.994610+00:00,Adventure,us,19,Klondike Adventures: Farm Game,VIZOR APPS LTD,1127240206
2026-08-29T13:53:40.994610+00:00,Adventure,us,20,Genshin Impact,COGNOSPHERE PTE. LTD.,1517783697
2026-08-29T13:53:40.994610+00:00,Adventure,us,21,Temple Run 2,"Imangi Studios, LLC",572395608
2026-08-29T13:53:40.994610+00:00,Adventure,us,22,We Are Warriors!,Lessmore GmbH,6466648550
2026-08-29T13:53:40.994610+00:00,Adventure,us,23,I Am Cat,Estoty,6740168334
2026-08-29T13:53:40.994610+00:00,Adventure,us,24,Critical Strike CS: Online FPS,VERTIGOGAMES,1467648713
2026-08-29T13:53:40.994610+00:00,Adventure,us,25,Family Island — Farming game,Melsoft,1464689103
2026-08-29T13:53:40.994610+00:00,Arcade,us,1,Meowdoku!,Oakever Games,6761760135
2026-08-29T13:53:40.994610+00:00,Arcade,us,2,Block Out! - Color Sort Puzzle,Grand Games A.Ş.,6752672568
2026-08-29T13:53:40.994610+00:00,Arcade,us,3,Magic Sort!,Grand Games A.Ş.,6499209744
2026-08-29T13:53:40.994610+00:00,Arcade,us,4,Bus Traffic Fever!,"GOODROID,Inc.",6759763476
2026-08-29T13:53:40.994610+00:00,Arcade,us,5,Car Evolve,Heseri Games Inc,6754464806
2026-08-29T13:53:40.994610+00:00,Arcade,us,6,Block Blast！,Hungry Studio,1617391485
2026-08-29T13:53:40.994610+00:00,Arcade,us,7,Township,Playrix,638689075
2026-08-29T13:53:40.994610+00:00,Arcade,us,8,Amaze GO!,Oakever Games,6758326278
2026-08-29T13:53:40.994610+00:00,Arcade,us,9,Gossip Harbor®: Merge & Story,Microfun Limited,1623318294
2026-08-29T13:53:40.994610+00:00,Arcade,us,10,Triumph Arcade,Triumph Arcade,1608987929
2026-08-29T13:53:40.994610+00:00,Arcade,us,11,Subway Surfers,Sybo Games ApS,512939461
2026-08-29T13:53:40.994610+00:00,Arcade,us,12,Royal Smash! - Physics Puzzle,Cypher Games,6780891673
2026-08-29T13:53:40.994610+00:00,Arcade,us,13,Tasty Travels: Merge Game,Century Games Pte. Ltd.,6471045672
2026-08-29T13:53:40.994610+00:00,Arcade,us,14,Royal Match,Dream Games,1482155847
2026-08-29T13:53:40.994610+00:00,Arcade,us,15,Royal Kingdom,Dream Games,1606549505
2026-08-29T13:53:40.994610+00:00,Arcade,us,16,Jewel Coloring,Ta Ta Game Technology Limited,6759081967
2026-08-29T13:53:40.994610+00:00,Arcade,us,17,Arrows – Puzzle Escape,Lessmore GmbH,6748397500
2026-08-29T13:53:40.994610+00:00,Arcade,us,18,Coin Master,Moon Active,406889139
2026-08-29T13:53:40.994610+00:00,Arcade,us,19,Candy Crush Saga,King,553834731
2026-08-29T13:53:40.994610+00:00,Arcade,us,20,Brain Puzzle 3: Crazy Mind,SmallStep Dev Team,6756482832
2026-08-29T13:53:40.994610+00:00,Arcade,us,21,Yarn Loop: Knit Puzzle,Combo Games,6755183085
2026-08-29T13:53:40.994610+00:00,Arcade,us,22,Magic Tiles 3™: Piano Game,Amanotes Pte. Ltd.,1443446174
2026-08-29T13:53:40.994610+00:00,Arcade,us,23,Jelly Busters: Puzzle Game,Moon Active,6756058501
2026-08-29T13:53:40.994610+00:00,Arcade,us,24,Block Crush！,Wonderful Studio,1638139403
2026-08-29T13:53:40.994610+00:00,Arcade,us,25,Hollywood Merge,VoyagerOne,6755455500
2026-08-29T13:53:40.994610+00:00,Board,us,1,Vita Mahjong,Vita Studio,6468921495
2026-08-29T13:53:40.994610+00:00,Board,us,2,Mahjong Blast,Nebula Studio,6747492600
2026-08-29T13:53:40.994610+00:00,Board,us,3,MONOPOLY GO!,"Scopely, Inc.",1621328561
2026-08-29T13:53:40.994610+00:00,Board,us,4,Search It - Hidden Objects,LEAP BILISIM TEKNOLOJILERI VE YAZILIM TICARET ANONIM SIRKETI,6756185760
2026-08-29T13:53:40.994610+00:00,Board,us,5,Chess.com - Play and Learn,Chess.com,329218549
2026-08-29T13:53:40.994610+00:00,Board,us,6,Sudoku.com - Number Games,Easybrain Ltd,1193508329
2026-08-29T13:53:40.994610+00:00,Board,us,7,Bingo Cash - Win Real Money,Papaya Gaming,1522266397
2026-08-29T13:53:40.994610+00:00,Board,us,8,Travel Town - Merge Adventure,Moon Active,1521236603
2026-08-29T13:53:40.994610+00:00,Board,us,9,Coin Master - Board Adventure,Moon Active,6745761596
2026-08-29T13:53:40.994610+00:00,Board,us,10,Disney Solitaire,SuperPlay,6475757306
2026-08-29T13:53:40.994610+00:00,Board,us,11,Gleaming Slots - Win Real Cash,ETERNAL BOOM LIMITED,6566176181
2026-08-29T13:53:40.994610+00:00,Board,us,12,Number Match - Numbers Game,Easybrain Ltd,1545567989
2026-08-29T13:53:40.994610+00:00,Board,us,13,Art Puzzle - Jigsaw Games,Easybrain Ltd,1519174001
2026-08-29T13:53:40.994610+00:00,Board,us,14,Happy Color® – Coloring Games,X-Flow,1407852246
2026-08-29T13:53:40.994610+00:00,Board,us,15,Solitaire,MobilityWare,359917414
2026-08-29T13:53:40.994610+00:00,Board,us,16,Mystery Town: Merge Games,Cedar Games Studio,6503603603
2026-08-29T13:53:40.994610+00:00,Board,us,17,MONOPOLY: Bingo!,Clipwire Games Inc.,6479528256
2026-08-29T13:53:40.994610+00:00,Board,us,18,Differences - Find & Spot It,Guru Smart Holding Limited,6504279468
2026-08-29T13:53:40.994610+00:00,Board,us,19,Reality Bay: Merge & Discover,Moon Active,6757261926
2026-08-29T13:53:40.994610+00:00,Board,us,20,Wavelength,Palm Court LLC,1512834505
2026-08-29T13:53:40.994610+00:00,Board,us,21,Bingo Billions: Win Real Cash!,Wild Koala Inc,6742409028
2026-08-29T13:53:40.994610+00:00,Board,us,22,Blockudoku - Block Puzzle Game,Easybrain Ltd,1452227871
2026-08-29T13:53:40.994610+00:00,Board,us,23,Rummy 500 - Card Game *,Fiogonia Games,6742179041
2026-08-29T13:53:40.994610+00:00,Board,us,24,Tangled Rope: Solve Puzzles!,JoyGame Studio Limited,6599838025
2026-08-29T13:53:40.994610+00:00,Board,us,25,Point Out: Color Escape Puzzle,Lion Studios Plus,6754243057
2026-08-29T13:53:40.994610+00:00,Card,us,1,Vita Mahjong,Vita Studio,6468921495
2026-08-29T13:53:40.994610+00:00,Card,us,2,Solitaire Associations Journey,Hitapps Games LTD,6748950306
2026-08-29T13:53:40.994610+00:00,Card,us,3,Mahjong Rumble: Win Real Cash,Aviagames Inc.,6760377931
2026-08-29T13:53:40.994610+00:00,Card,us,4,Solitaire Cash: Win Real Money,Papaya Gaming,1446254576
2026-08-29T13:53:40.994610+00:00,Card,us,5,Tile Explorer: Tiles Clear!,Oakever Games,6498883328
2026-08-29T13:53:40.994610+00:00,Card,us,6,Cider Casino - Real Money,Mystic Mirror Studio Limited,6744304405
2026-08-29T13:53:40.994610+00:00,Card,us,7,Packz,Packz,6755495631
2026-08-29T13:53:40.994610+00:00,Card,us,8,Pokémon TCG Pocket,The Pokemon Company,6479970832
2026-08-29T13:53:40.994610+00:00,Card,us,9,Solitaire Smash: Real Cash!,Play Perfect,6446482475
2026-08-29T13:53:40.994610+00:00,Card,us,10,You Know: Associations,Tripledot Studios,6756664092
2026-08-29T13:53:40.994610+00:00,Card,us,11,Last Z: Survival Shooter,Omnilojo Pte Ltd,6503272652
2026-08-29T13:53:40.994610+00:00,Card,us,12,Charades - Family & Party Game,Dmytro Cheverda,1453837845
2026-08-29T13:53:40.994610+00:00,Card,us,13,Modo Casino Slots & Games,ARB Gaming LLC,6741076536
2026-08-29T13:53:40.994610+00:00,Card,us,14,Disney Solitaire,SuperPlay,6475757306
2026-08-29T13:53:40.994610+00:00,Card,us,15,Stake US - Casino & Slots,Sweepsteaks Limited,6738114176
2026-08-29T13:53:40.994610+00:00,Card,us,16,UNO!™,Mattel Game Studios HK Limited,1344700142
2026-08-29T13:53:40.994610+00:00,Card,us,17,Solitaire,MobilityWare,359917414
2026-08-29T13:53:40.994610+00:00,Card,us,18,Dark War:Survival,Omnilojo Pte Ltd,6670441558
2026-08-29T13:53:40.994610+00:00,Card,us,19,TCGplayer,"TCGplayer, Inc.",1247645833
2026-08-29T13:53:40.994610+00:00,Card,us,20,Headbands: Charades Party Game,David Kadlcek,1424246763
2026-08-29T13:53:40.994610+00:00,Card,us,21,Blackjack,Tripledot Studios,1472419762
2026-08-29T13:53:40.994610+00:00,Card,us,22,Rummy 500 - Card Game *,Fiogonia Games,6742179041
2026-08-29T13:53:40.994610+00:00,Card,us,23,Blitz - Win Cash,Blitz Games,1540981482
2026-08-29T13:53:40.994610+00:00,Card,us,24,Acebet Social Casino & Slots,Trey Mark Services Ltd,6761381402
2026-08-29T13:53:40.994610+00:00,Card,us,25,Dogpile,Foot Games,6759942819
2026-08-29T13:53:40.994610+00:00,Casino,us,1,Tang Luck: Casino Slots,SpinShift Limited,6746437378
2026-08-29T13:53:40.994610+00:00,Casino,us,2,Solitaire Cash: Win Real Money,Papaya Gaming,1446254576
2026-08-29T13:53:40.994610+00:00,Casino,us,3,Grand Fortune Club,EverPrime Futures Inc.,6762178742
2026-08-29T13:53:40.994610+00:00,Casino,us,4,Jackpot Nights,Lucky Link Ltd.,6754009969
2026-08-29T13:53:40.994610+00:00,Casino,us,5,Bingo Cash - Win Real Money,Papaya Gaming,1522266397
2026-08-29T13:53:40.994610+00:00,Casino,us,6,Bruno Reels Casino,EverPrime Futures Inc.,6768564100
2026-08-29T13:53:40.994610+00:00,Casino,us,7,Cider Casino - Real Money,Mystic Mirror Studio Limited,6744304405
2026-08-29T13:53:40.994610+00:00,Casino,us,8,CrownCoins Casino,Sunflower,6450413462
2026-08-29T13:53:40.994610+00:00,Casino,us,9,Solitaire Smash: Real Cash!,Play Perfect,6446482475
2026-08-29T13:53:40.994610+00:00,Casino,us,10,Cash Avalanche:Casino Slot,"RELLGO, INC.",6751794501
2026-08-29T13:53:40.994610+00:00,Casino,us,11,Modo Casino Slots & Games,ARB Gaming LLC,6741076536
2026-08-29T13:53:40.994610+00:00,Casino,us,12,Stake US - Casino & Slots,Sweepsteaks Limited,6738114176
2026-08-29T13:53:40.994610+00:00,Casino,us,13,Bubble Cash,Papaya Gaming,1475514684
2026-08-29T13:53:40.994610+00:00,Casino,us,14,Jackpot Go: Slots Casino,WISE WISHES STUDIO LIMITED,6739792763
2026-08-29T13:53:40.994610+00:00,Casino,us,15,Go Go Gold: Casino,Kernel Games Inc.,6758431435
2026-08-29T13:53:40.994610+00:00,Casino,us,16,MONOPOLY: Bingo!,Clipwire Games Inc.,6479528256
2026-08-29T13:53:40.994610+00:00,Casino,us,17,ReBet: Social Sports & Casino,"Rebet, Inc.",6468762763
2026-08-29T13:53:40.994610+00:00,Casino,us,18,Bingo Billions: Win Real Cash!,Wild Koala Inc,6742409028
2026-08-29T13:53:40.994610+00:00,Casino,us,19,Blackjack,Tripledot Studios,1472419762
2026-08-29T13:53:40.994610+00:00,Casino,us,20,Blitz - Win Cash,Blitz Games,1540981482
2026-08-29T13:53:40.994610+00:00,Casino,us,21,Acebet Social Casino & Slots,Trey Mark Services Ltd,6761381402
2026-08-29T13:53:40.994610+00:00,Casino,us,22,Hard Rock Bet Casino,"Seminole Hard Rock Digital, LLC.",6737067328
2026-08-29T13:53:40.994610+00:00,Casino,us,23,Victory Blast Casino,Luma Field Inc,6761896313
2026-08-29T13:53:40.994610+00:00,Casino,us,24,DraftKings Casino - Real Money,DraftKings,1462060332
2026-08-29T13:53:40.994610+00:00,Casino,us,25,FanDuel Casino - Real Money,"FanDuel, Inc.",1506229470
2026-08-29T13:53:40.994610+00:00,Music,us,1,Magic Tiles 3™: Piano Game,Amanotes Pte. Ltd.,1443446174
2026-08-29T13:53:40.994610+00:00,Music,us,2,Geometry Dash Lite,RobTop Games AB,698255242
2026-08-29T13:53:40.994610+00:00,Music,us,3,Magic Level 9: Tap Piano Game,Kim Nguyen,1446874445
2026-08-29T13:53:40.994610+00:00,Music,us,4,Spotiguess : Music Quiz,Aymeric Granier,6754511325
2026-08-29T13:53:40.994610+00:00,Music,us,5,Kpop Dream: Piano Music Game,Nhi Nguyen,6751177175
2026-08-29T13:53:40.994610+00:00,Music,us,6,My Singing Monsters,Big Blue Bubble,521671873
2026-08-29T13:53:40.994610+00:00,Music,us,7,Friday Night Funkin' Mobile,Funkin' Crew,6740428530
2026-08-29T13:53:40.994610+00:00,Music,us,8,Tiles Hop: Music Ball Smash,Amanotes Pte. Ltd.,1344702806
2026-08-29T13:53:40.994610+00:00,Music,us,9,HITSTER,Koninklijke Jumbo B.V,1621483628
2026-08-29T13:53:40.994610+00:00,Music,us,10,SongSpot: Music Quiz,Ethan Saux,6758571545
2026-08-29T13:53:40.994610+00:00,Music,us,11,HATSUNE MIKU: COLORFUL STAGE!,SEGA CORPORATION,1580044138
2026-08-29T13:53:40.994610+00:00,Music,us,12,Geometry Dash SubZero,RobTop Games AB,1324044770
2026-08-29T13:53:40.994610+00:00,Music,us,13,Guessong: Music Guessing Game,Seray Catikkas Cimen,6752951225
2026-08-29T13:53:40.994610+00:00,Music,us,14,Just Dance Now,Ubisoft,833517462
2026-08-29T13:53:40.994610+00:00,Music,us,15,Piano Pop: Music Game Tiles,MWM,6479046092
2026-08-29T13:53:40.994610+00:00,Music,us,16,Just Dance Controller,Ubisoft,1634629424
2026-08-29T13:53:40.994610+00:00,Music,us,17,Geometry Dash World,RobTop Games AB,1112307917
2026-08-29T13:53:40.994610+00:00,Music,us,18,Geometry Dash Meltdown,RobTop Games AB,1045901853
2026-08-29T13:53:40.994610+00:00,Music,us,19,Rhythm Hive,"DRIMAGE Co., Ltd",1537758048
2026-08-29T13:53:40.994610+00:00,Music,us,20,Hi Beatz - Beat Music Game,Fun Tap X Limited,6738951508
2026-08-29T13:53:40.994610+00:00,Music,us,21,Weekend Games,Volley Inc.,1345558380
2026-08-29T13:53:40.994610+00:00,Music,us,22,Songless Pro: Guess Songs,弘宇 杨,6772527432
